user_id,user_login
780d978c-ab7e-58dc-8428-1a8c0a39f43c,yasinduksiye1212-stack
1370ff6a-4cda-5827-9bae-6258715d343b,DOUGLASDAVIS08161978
bf4028c0-f54f-5f7a-971f-41de0ac32955,rmuhammadakram789-eng
d7f5e603-89a6-501c-9814-a398a3688274,WilliamBerryiii
23dd7597-630e-58a9-9795-d4b84049fa38,microsoft-github-policy-service[bot]
157a07c6-cbd6-55c0-a7cf-5e3409583f62,dependabot[bot]
f408185c-e0bd-55db-a022-53e5fe3aaa28,aka76bm
546e2138-3399-56e9-88a4-cedb51756eee,Lawd-STAR
993a3a3c-575a-56fe-8535-a8aa377b734b,Hongchenglong
c395e8b7-364e-53c4-bbb9-74c363b0bc6e,juharris
83fe28ac-d60f-588b-be29-05423220f4f3,kirit93
69dd9c54-1339-5ef4-9a12-314d5506d90d,glbwell0
648fc71e-7c70-56c0-98de-98ec3b769da1,avapdb
1e961212-d3dd-5ed1-a695-330b374e9ae1,milnet92
26de5df7-08a4-5e01-b964-839b0327b47c,FH-Inway
98e60a19-12b7-52d6-a7fc-758789cd8a58,TrudAX
f66606f2-76b9-5eb5-ad84-2f3c52f3130b,flauest
4fbfaf2c-1b62-541b-8ee8-598f9a7270e7,cdrehlich
bd2d3c49-21c3-5bf6-8ed4-50f7ce0bc577,Sigvelli
71692449-4221-5684-b09f-6dafdd641474,sirXalfred
a10d207c-248f-52d5-9140-c1138ee5ea50,Edexde
f73fd7f7-7d1a-567e-b4d5-81b663348ead,aborse555
3664a50d-3292-5be1-9d34-9e6e77b573bc,SundarapandianBalasubramani
6209d0b1-bcd2-56b0-b78b-0498d869f7d7,sabrinadirnboeck
3b382dec-fe37-5024-845a-4c3342c2eb96,VijayalakshmiVijir6
93dc9ba6-5cf8-54d8-8f8b-08b033f2f76f,Ernestcollins15
d8c572ba-aa4a-513d-a394-88f513aaa636,corriespondent
1f2ed83e-00f9-5f37-88c1-921a8757ba19,NovoaDev
f1ebb344-a4ac-5056-858c-a41e9534c10c,shadrackkiprotich
bd1a0e6f-8f66-56ff-84f5-6f933d8ab834,Yusadem131
292e0ffd-bcbb-5cf7-a102-4c387ed6f90c,nitya
bfa82123-8868-5b75-a85e-a1d2a6af8a59,juliamuiruri4
a0ab4aa1-f435-5a8b-85b1-dce8f37f1775,shreyan1999
6866ec0e-4544-54e7-8555-981214f5b227,leestott
3596c0d0-2507-527a-b330-5396068576f6,fowie
a4df7ed4-ec94-5464-9527-ae437e92118f,thiagospina
39054a2b-2282-5d83-850d-726c6a01751e,misroka
8791a132-8b3a-5b20-be5f-c0afb0a1c533,goodrain553
b0abef60-bfac-5563-8cb2-f3970369a609,zimoli-lamda
cc927516-3711-5d2e-ad13-16a5a725f3f3,KishoreP1
ddb6f89a-e468-54a2-bd06-25e167c131a0,KeyKy
e2f52e4c-b851-5d6b-a52b-189a2069aab9,TartejBrothers
50acd3ce-ebae-5a90-80f9-b2a0f882a304,mfairchild365
22a0db91-41cb-5e4c-97a4-d0cacf6cfb41,hacki904
fac46ae9-fe09-5248-8b34-a9361e68d5da,albert-widjaja
4b4817f6-3719-590a-b1e1-eb8c035de426,HaikoHertes
901b28e3-f799-50e8-970e-498808be48ff,emarzanoBNY
31fa59d3-8cd5-5619-b057-d561a13dc497,Ch4rliePL
3024a338-bbb9-598d-8a9b-0c415bbf2ffc,ShintakuNobuhiro
0e40e823-599f-5a13-a010-ced93487545d,anesthetiize
c78b228a-bca5-5898-94e5-137c4998f82d,sopelt
22595547-5509-587c-8892-a004bf597436,sbonds
4057b3be-2885-5bcd-8a5a-425708270c05,bowlerma
c0c592cb-292f-5620-b20c-87c688529fcd,emichellecarter
1bc90068-26a7-57e2-93fc-38b895a084c3,aarnold-sd68
54cfa520-3ece-51e7-9e0f-51fc0c663ab4,FIMTooler
736185e9-58f0-5057-9b5b-c905157d1eca,wing5wong
bb74cc23-c3ee-5c15-979c-19b66bd0c747,justincm
3410a040-12d7-5a14-8161-cbf0ad951d39,PDM314
b81b04fa-8eae-5298-8b5e-c57c510e62c2,knowlesy14
dcd9100d-ff2a-5017-8174-0124e519391a,TimvdVooren
d2d8d7f7-5e39-5a2b-af72-ef8392825d27,smithemely
307e4409-56e3-5120-9767-636590a4b2f7,filip8600
e6bb6081-bd4e-5620-bcb7-0d7f3dde6304,mth-dwarf
4af646c2-eae1-5660-9861-65f4636b361b,kzjn10
cdcd9b7b-61bb-5725-9abb-3fc9b0157ca9,allamiro
3f75dc95-48b3-5d0a-addf-7f78f7eba451,vollschauer
f17790bc-4ee6-5a3e-b736-5524f530c1cc,RobBerg74
44d4d24e-2940-54ba-9f38-bacdacbb0659,ivassallo19
9e5b38b7-17cc-55e5-a14b-33a4aa41906d,mobilemcclintic
62d1b134-36d9-5abb-a792-c465e30f401b,simon-baer
6186fdf3-2e02-56b8-a59b-758e02832bdd,johnuetrust
e88bc0d1-4e51-5562-a59e-bcb25a5f6936,macodogg
186ca238-4161-53d3-8cb1-369cb19458fa,MikePalmer75
ee3a2d4f-6501-56ba-9dcc-8c62039066de,DM-Menno
0f556b6a-7f0a-50a3-8bb6-d1aa97d3fe38,AaronMargosis
4b2af4b0-dcd1-51db-91a1-f30b70fe8550,CyrilleFranchet
782bf1f6-c3c2-5e64-8904-aba0475ec5f9,rmoreas
b8ad2198-7059-5e69-9cbd-50ef34f05e84,dp001
3d3430af-38e7-54db-a7e6-9bc818e6fc32,FriedrichWeinmann
52310553-ed2e-58ce-8375-6ff47f855cda,egger-dev-team
64113b0e-26a1-5286-84fa-5bc688035886,bilencekic
3f7e6cd6-d2fc-548e-8304-e85e3adf1065,kikd828
67fcb49d-fbfa-55e5-ad26-58479c1dec3a,PaddyCube
ab2c2ddd-1cdd-5272-ab25-5d635837fd44,ulkeba
b68c75d3-1e56-56a2-b0a9-5af8795b9c8c,gregorwolf
6dec4f05-5a50-58bd-b249-bdf218d4c387,abap-weasel
658e2fd8-0d74-5ff8-893b-2decf51dc98c,ling1726
5bdca7d9-683a-531f-97c8-3e059c10fa1d,jurokapsiar
c92aa817-8e0f-590e-83d7-97edec2bd2ad,pompomon
e5a66188-f1a0-5053-9836-01f1ca0974ca,chpalac
43fe998b-8cdd-5b8c-acad-39b5274cdc8e,TobiEnveda
74db189b-a99b-5b55-8a49-0edd5ba24d4d,reikdas
f8460f9f-ad22-5697-abf3-edd9cd45c571,pommedeterresautee
2d58e027-6568-523d-85bc-1a183e61e453,lisaong
9c709ca0-500e-5696-a9bb-4f1ebe3a3893,fernandoferrini
833322fa-23c4-5545-a2fd-6fed5836850c,flofromm
0693b8a8-0e35-52fb-b39c-af5dc6d7421c,v-prajkpatil
911ebd4d-d2bf-571c-b631-457f7737ad7d,ashwinGokhale
2fdf6ae6-e44a-582c-a700-cbd2a27aafe4,v-viyada
384ff8bf-b6eb-5363-90b3-971396e39846,v-dchandana
12f47ed7-730e-5ffe-8042-c9a090796592,katydecorah
c2151012-e84b-5441-8481-9649be2e3f2f,damongr-msft
3955412f-a619-5382-b61c-22aab6b8bdaa,yinonov
47696d6e-464b-597e-8d01-a44d6d5a184f,v-sohmondal
ad52ee1b-5e3e-5b51-9351-296154a3f15f,v-chekreddy
450b1215-0e44-5eee-99f8-192ab29834f7,blackfalcon
93a4b514-b08b-5690-9c37-19afa7d91aaa,slauriat
7bb7a368-25e7-533a-9779-0a93ac848f93,taylorchandleryoung
b3faf00b-e085-5b17-906e-ade34884bb5c,v-deepaktn
f4a05f7c-4058-59ac-8614-a5d1e3e53aff,Shirly8
2f6a70b0-2306-5a8b-8392-15f50f030eb3,garyb1
661d3f9f-a01d-5b6a-b488-a71c61da0b9f,codeofdusk
21fd343b-f312-5f47-b427-9b6469960018,v-singhanjal
d66adf86-62bc-5bfd-b2cb-aa001cbe9a9a,joppekroon
2dd7f312-b04d-5d61-acf3-4ac5dd39aef3,mandrasch
5f92f6ba-fa0f-5c15-b400-65da3bf40359,ultrababs
855386f5-77fb-5951-aa8f-fea239032bcd,ben-basten
0d1c4474-8355-5a7b-82ed-674235049788,v-rakeshsh
21dba9c0-eed7-5cd6-af4d-55310d3c97ea,joestegman425
c7a81218-9c13-54a6-9852-b1a938642932,Livven
210a7e7d-371e-5f5f-b60f-f39e7a4e3aab,HuanWuCode
0eba0de0-48c5-51cb-8749-a4de6b4d166a,bitstarr
5ab41238-d462-53d5-98ac-2c293f197611,jeremyZX
64225aef-5b53-5b56-8e95-763cd09f65dd,anipv
4276319c-c0f8-50a6-a7f9-16d93152c6f6,madalynrose
dc686c32-9b26-536b-b54f-5e1778a0171e,JGibson2019
b397d010-f72c-5ff0-ad68-5c8d833d4003,rohittarpara
5d4b26c1-5bbb-5ce6-bb97-2dfa94cadd85,sfoslund
ce0ed327-06f5-57fd-8b54-83f79fed3df2,dbjorge
c9eb4976-a110-5153-9256-5e155e95cfd5,jsnmrs
a7b84469-2721-51b0-b1df-471df5fbc752,Sciurus7
4e8deda4-ff9a-520e-a58e-30237d91e41b,mgifford
d2f08cec-f5bc-5769-9704-133de4513310,DaveTryon
aa6ec474-de53-593b-9033-368ab54f33f2,cnamal
549c1b12-a95b-564f-9fea-5eeb9a18e6c4,hollsk
e9990c7e-fcba-5ba5-80b5-a7b52dde1e62,HouEthan
c2da6c36-186b-5d87-8a2a-02cf8d26a41c,olgatolk71
85c450b6-4199-5c3e-90fb-9fad79042276,agweihrich
d7260258-72f4-5092-abb6-425dc6d92f0a,caaavik-msft
de2bde14-c807-524b-b875-bb867d9f3c23,ChrisLoiselle
9373f159-ce25-5d30-b9c5-eede869d1e7b,skuskusku
d836988a-446d-56f9-8d34-b2ecbe1797a6,JamesDaly01
71954a8b-9114-5772-8b7b-9ca9607ada7d,justinljw
430e4c56-8850-5d7e-a266-6c599e19c98d,lisli1
78bf9018-688d-5da3-8bad-e0716ceb196f,chenzhuofu
c516bb1d-353a-5e2f-a8e9-a890767e274a,mun3im
76578b77-cd3e-5f81-bcc2-d99f87337d6a,LeGabriel
ec240ff1-1ed0-5bf2-beca-300bc96b7d8b,ajitdash
34f1eff7-d4a9-51bc-abaa-43a48f35236f,ChristopherL-STCU
7272bcc9-86cc-5283-8fe3-24fa5218c042,Medarkey
820f07c2-8a60-50bf-9b26-f24e82034051,dawnburst
70e00c9d-ecdb-5e54-b9c0-b9dc9b66b2b0,shaharz-lb
eb6f9fd4-9a17-5cc4-9880-af679c808201,arledesma
97858498-7819-5f32-aea0-4e7c2e693ff2,fujiant
1995100f-b311-5ff5-a4e3-7c89ebc5b4e2,noapocalypse
dae1e2b4-a471-5444-97d3-8a3c2fc151b6,learnprofile
cf73673c-668d-5456-a307-7ac5d86b0c2b,Steelskin
d94c33a7-a591-590c-8d46-f2fa00981030,Yuriy-Sharamaha-Imprivata
c7bac6bd-c297-555e-97bb-a21bde17a118,maruel
e0a642c5-65c8-5948-8209-3ebb76009733,tristanlabelle
056ce3bb-bec8-5fe6-81ed-8e23fbbb0ab3,MRYingLEE
269b37d8-a1aa-5596-acbf-eae98b1d5158,compnerd
899590c2-26d3-5af8-8c72-baf6e0a5eed0,tanmayghosh2507
aa9a40d8-0f19-51de-af79-8fa73312a9b4,JFolberth
0ed43d79-a682-5fcb-bdf1-a15e3de70066,Ykid
a65a5458-2d64-505b-b4b1-500b9c9992dd,MingCHEN-Github
b6212beb-5e18-50bc-9f7f-5d031f7dfcc9,AG2AI-Admin
7ca0d0b9-ad69-5067-b9c6-51b67819f434,adalrsjr1
c56ef15f-531f-50da-9953-3d84d8acdd2c,Jerry-Master
6ba3a934-ff85-5af1-8e76-afd983d0a266,YouAreSpecialToMe
1b0abbdb-ba59-51ed-a6ba-9a41f53eb53a,krisbock
0f65cedf-4b24-5175-95c5-dfbf013b84bd,lukevs
6cf2456a-d357-50f9-aa8b-f6379374b1f9,ZebinYang
8548697f-4f87-5979-84b9-d00fe66ce22a,nking-1
d485fb7c-3373-5d33-b952-b253f1d4fc65,yh-chan
fe371440-c537-50b9-a518-dbca35ed7150,guanqun-yang
f9e81989-2d13-5389-b456-a5fe0975500b,Harsha-Nori
47d95b46-a95e-5bf7-9ed1-c9ea24047b8a,Rishikesh6521
3746f969-3d09-5565-96dc-69650c99bb04,vinnarayana-msft
45290e38-02fb-5676-a03f-823ff1152d65,whites2015
56148f2a-59ed-5bfe-a6f1-5993afceed06,rido-min
83651214-3af1-598f-b2d8-eef497dbdf93,vagpt
bf4bf107-b1d1-52cb-9833-1102b3b9bfbb,RahilFaldu04
755ed6be-d6f9-56b0-b828-5bdc2d2af97d,gdumic
0ba7ea75-d802-5adb-b20a-067675144882,JialinHuang803
5d561a0f-0477-5b7e-920c-4efdf5ac8099,sibaji-vayu
73736b11-22b5-559f-90d9-6f4491e120c9,AnushkaDalv
c35b0330-e773-57e8-a7d2-f9bdb3ee5adf,ceacloud-hue
4b75d3e1-ad82-54b5-8438-c61f8540025b,jker-org
95487167-e83c-514f-b1f2-ff7649e92fe7,Manjurul10
695b5aae-340b-55b3-a034-811be2017baf,soundos28
cd93387a-9f78-531b-b703-58160b8729a7,z3019494
7d4ef8d3-bc52-55a5-8b02-f97b81d6d82e,Ashrafn672
1f709c7e-21d8-52a5-b8f4-f9d6dfdc8552,fowl2
c083f1a9-0542-594f-b8c1-aafe7d8a3b2b,jiripolasek
b24feb27-822c-5f28-9c04-9a877ce1bf6e,adstep
6d30f113-53ca-5b6c-ab46-b0e4cd785a4d,dimovpetar
75837f2b-5fb8-5c64-8a6d-afa8c00058a0,gladyswhm
2b2daa6a-365f-5dc9-862c-22b58efa2e5e,brche
08190827-e5e5-5ea4-8cd6-a20ec1fbd472,kevin-boban-glean
a6d0e2fc-c3ca-594e-bd04-2042354354d0,m-akcan
7476bf11-8ea0-584f-b5e8-d3686fc25f57,bohdanaims
ca3a3d84-c09a-5a45-bcdd-a8d4603e2a67,MamoruKuroda
b523f386-4e63-51bb-8abf-a73af5c1e544,AlexRen01
e5a058c5-6666-5bff-bb8b-011edaa4dfb1,dmitrijsc
1a824c13-34f3-55d6-904d-a964ab3b089f,MugdhaSMundhe
f16ba483-5c41-54de-866b-8e5190b43ef3,jdimeo
6bee8b79-2c3f-5202-8f60-f54338c8f657,giantmolecules1
e343cfff-f11d-5621-85c4-84ec43534eef,alexandreakdeniz-soc
e7986fea-2f52-5dde-8cf9-244485dc0697,sschoeb
90040bd3-b121-519d-861c-6d748750c8f1,davesmits
fbca5efe-c7a9-5244-be63-1e7396036552,mawiracaptures
a22c1f3a-ec0e-508c-9171-f4b0216e6982,Raisul123
ad59641c-8263-5d49-a3c1-1b98f1a935de,tobiasviehweger
92b3fbc9-f960-5d26-a23c-7bafa6187cac,wanlwanl
d671cee4-fa10-53d4-87d6-4b3816ba19d5,sgregoire
9b9da5b6-7e3a-5a1c-a912-62bdfaef0b97,davideberlein
c7c7a5a1-46f2-58ea-bd6c-220d4c986ae4,MarkusWeiss-Ehlers
dc192702-1d90-52dc-a154-399be25c57eb,rbuibas
7fdfba03-4628-5c79-ba3e-f8166357c754,ccwwwwww5
22c4ce00-a979-5a12-9669-93d9e8478b1f,LR1093141031
08cc4564-9011-5226-9d91-86eb2c76d3b9,AmrutaDhumal02
d1467fe3-442d-5a04-ae13-3fb5f7a491cc,MasonBergstrom
569c6362-f80a-5bc9-9f89-e6700d78abbf,SatyamSinghRingcentral
0d6f18ae-af22-5ef8-bfa4-e9b6485cfc31,Copilot
e6f0a3d5-42dd-59ff-9271-f61f06d46657,wood1986
55fcb51c-36a3-5889-a031-f7275548de80,yeechilau
f1033938-7304-5678-ba9d-906e0e7ff2db,Shruti-MS
694b9b6f-f3cf-52ec-ab66-3cf1caee54f4,liuguangyicao
19e51b35-393e-5178-b9db-a92635cb3ae4,sarojinigarapati
c7d3997d-a336-515d-bd29-de4ff271f1bf,MajaEffenberg
fbfc2f0d-43d7-5118-a0c0-069b98e21b23,achebrol
e7577f20-3135-5f88-9123-dee6ee82e145,tvvignesh
480f132b-d537-551b-9f40-d5a6cae1bd4e,ccdev1205
558c693c-6b9a-5af1-b912-874267c1ceb8,IntranetFactory
b1a4a8d4-a1f2-544a-abf0-9267c9e05320,thompson-tomo
7b690a26-0e6e-599c-a5aa-ba80ecc79346,jvert
9c9db491-1fe2-5053-b1b3-e16fba101001,netnimit1998
065fc3cd-a891-58b6-a464-bde7eec89c00,samaraneni0717
f972bcba-7c3f-5d09-97b9-ec0fa2d77985,Luspin
04e653a4-cc11-5295-95f0-090ae96d15e8,THARax2020
dd7efcd7-9019-56fd-8837-6ed63f7d34cc,AndyEdmonds
f88e0b4e-4460-568f-bc6d-b28fac950ce9,HasnuddinMohammed
b3ad7c0b-d4da-5ef2-9b6e-dcef36442307,vcb-optibusiness
bcffd553-3a9b-5b24-93ef-f4a01b1b9b5e,simonmurrell1979
7db87053-7fb0-53ce-9b9d-d839a81182d3,philnach
b3b35564-a011-5d01-8114-16037e2bf831,sabberworm
d3db8364-8ebd-5e9e-a10a-45f64ca1e666,ReneGubler
57f8d570-a9e8-5853-83fa-6c9ee080d908,vascobueno
1e76d01a-581e-5294-af19-67a995a75898,JaccovdP
d8a822e1-5baa-55a3-b750-1edd3b45da22,mkauroaktreecapital
c148c5bf-1171-569a-926f-2cab96edcf74,dongle-the-gadget
88cbe142-e1a4-5395-b352-bd07235b8df5,shambhavisudmsft
552b0abb-af5c-50c1-bcd1-045c8d771b35,Onokaev
1a050fc4-a398-521e-ab9f-23e979e7e663,anuthebananu
75361427-ca29-52ee-9152-dc739e73caa4,sebbiechu
153e762b-1bec-5621-8c51-a7b7b4dce28f,ritwickbhargav80
2703b52f-eff7-5d55-a3c7-d2d94d7e14ed,sayali-MSFT
71350927-c428-5218-bfc9-0193fbbfa4a0,mink-ms
f77b216e-cfff-5f2b-b115-0172834063fc,yack1
fb8ea41a-a219-5678-8084-139d2e23a268,Charan96766
1b50c8e3-7f35-515e-89e2-247bd9465ef9,Pitos1000
28e8aa13-4d51-5623-99fb-f7b3f32e4d8d,xiaolufei
349dd344-5197-5d57-8c73-aa0e4f6a817e,sbaluja
39591c6e-ab53-5461-9fa3-0fc7a343f0e9,ddoorn
efb47e9f-d0eb-53b5-8bc4-520f950f75a9,theknut
ca7d91bc-099c-59d6-87a7-1481caac6adf,heddendorp
fb2b488e-157d-504e-9f2c-4b3c712ad068,dineshary
592acad1-5a6b-5ad5-bd47-9310e365dd75,TheHokieCoder
dab1b636-10b6-5e9d-b5d8-3f8e787ce6ed,babs
35ef96c6-1a52-581b-afb3-6884e863c90a,aamir-mns
f117b6e9-f200-507b-95c8-ff6c23b9a645,cwacek
4da6ea31-8a89-553a-a5e4-b6b81f84e8a7,3rror404
2f16ba92-f5c9-53ba-a117-59c46dbed9df,devilmuscleman
d8257fbe-56a3-57c9-a21a-f324bee58eca,bvalentine-cb
d05b13a7-295b-5f5c-9424-417cf33e925c,TikitTeam
ec13db94-113d-5810-81bd-6d2d045f59a5,Farcemolina
74beebce-6938-5b51-b791-b490ee19d5bd,StarkDevelopers
b1a44d79-c57b-5fcc-a6c3-e9c6537e3392,bayashka12
f137f64a-41f3-55ef-b0a2-dc43e6b63ec0,patilravikiran
a9693b1f-dc99-5379-b379-bafd43bb5565,vskh
c3c8899e-96ba-5831-bab7-5c9589e12fe4,qris
5ae446f1-9d59-5404-a4ca-469cedfb2402,erapade
6c54d18e-8a19-5001-8e95-c2fbea572fdc,Briben1977
3e32742e-51e4-5db6-93f8-13347b0c98eb,mrzinger
2954de2b-625b-5436-a1ff-acfcfe6ec3cd,SeanMazgay
316ba981-ede7-53f2-b493-69f518f24208,SalihTalha
f2020d12-62ca-5241-b2b5-9e92543663b0,khannasid
8ccc52c3-120d-54da-a399-25c03a63a941,pavel-smirnov-sephora
01ac998a-a778-5822-add8-749a69b07e88,dmenagarita
51f23d2a-2bd0-55e1-a6f0-a0f8d94eda46,cz-dev-ge
39a6232a-aab8-54e4-8311-efcce8e70791,MaddMugsy
efe9ae49-7c50-5dc1-af19-bd51f618af63,Diegorro98
5c966ac2-a5eb-51a2-a61f-57beaced7c71,athisha1
24d2d667-a035-5a6c-9896-64f873445d67,wchristi0101
bdad44fa-6838-5eaf-8539-21098408003f,beervoley
ac794215-f8cd-5acd-98b9-7f624150f719,WilbertWalrus
d17d81ee-a2ed-5329-9a64-6521b2f58341,calo-chen
fd952c51-1b71-515f-a537-281519357f6e,mpec
57dd68b3-61f9-5d86-be6c-2db7da5a9730,theentropic
4e63dd22-c5c1-5da1-a2b8-5a091052c672,dhoehna
93674f05-bb79-5973-9a06-e82e1b8e9380,vponcet-sg
22eb536c-9c0f-5633-ad6f-748f1bbc8809,BroRa77
0b8b9788-ee37-5b1b-9982-44f6ac833aad,lindexi
70127fd5-0957-5b7a-989b-e4b0016a7e92,SuneetAgarwal
d97ff058-7626-5136-9b45-a605c25e022b,wanghaisheng
84120b03-35ff-54de-8d41-1a8ec9fc7b45,anna-dingler
7da13435-7edc-572f-b502-58b40b11af20,StevieBleeds
72bc30e7-6016-5104-abe2-a4167d0a0f71,mike-iqmo
7662b218-9a5f-5746-b4d9-947b583f5305,dotnetjunky
0b62d045-f9f8-59b8-8b82-608f9a490c61,Mortivor
f3d8f051-8584-53ce-a9a3-8f789c0ed91d,tomlm
a3a97278-2d39-5901-adaa-750bff403131,jwoo-msft
